arm,fusion,calibration,seed,auroc,auprc,brier,nll,ece,mce,cal_slope,cal_intercept,sensitivity,specificity,ppv,npv,f1,kappa,threshold
image,-,temperature,3,0.47505197505197505,0.5870314306822919,0.24955539859797912,0.6923546081713424,0.05752599833921642,0.5293683243109719,-1.3999904171792563,0.610014832715567,0.40540540540540543,0.6923076923076923,0.6521739130434783,0.45,0.5,0.09047160731472559,0.5569818615913391
image,-,platt,3,0.524948024948025,0.6843658635525569,0.24027063514688726,0.6728554722132447,0.10478939853754415,0.4782838893389898,0.9766811800482506,-0.05908273329514052,0.7837837837837838,0.19230769230769232,0.58,0.38461538461538464,0.6666666666666666,-0.025828186412127918,0.5569818615913391
image,-,isotonic,3,0.5171517671517671,0.5925369312875899,0.24770205562185196,0.6893900195427979,0.07547370286613272,0.09706257540604168,0.14160817607108686,0.2967923381896025,0.6216216216216216,0.4230769230769231,0.6052631578947368,0.44,0.6133333333333333,0.044955567171981126,0.5569818615913391
image,-,uncalibrated,4,0.4002079002079002,0.5226171001654419,0.2552790668727288,0.7048771659480148,0.12518299477440964,0.20369606879022384,-1.9076667274888337,0.9764611242471053,0.4594594594594595,0.5384615384615384,0.5862068965517241,0.4117647058823529,0.5151515151515151,-0.001988071570576455,0.5704341530799866
image,-,temperature,4,0.4002079002079002,0.5226171001654419,0.2541407622432142,0.702261323914539,0.13765399266045855,0.22570240092400906,-2.103836538026724,0.9764611749386362,0.3783783783783784,0.5384615384615384,0.5384615384615384,0.3783783783783784,0.4444444444444444,-0.0782396088019559,0.5704341530799866
image,-,platt,4,0.5997920997920998,0.6801315517801445,0.24113883186532506,0.6752429285065168,0.08814839270808647,0.17133853585125092,12.780454466088495,-4.9523715943860305,1.0,0.0,0.5873015873015873,,0.74,0.0,0.5704341530799866
image,-,isotonic,4,0.45114345114345117,0.5648600066703515,0.261448680404628,0.7240324202243463,0.08266927991192885,0.3451237009157512,-0.5005563011809491,0.5833990848626894,0.5135135135135135,0.46153846153846156,0.5757575757575758,0.4,0.5428571428571428,-0.024390243902439046,0.5704341530799866
clinical,-,uncalibrated,0,0.5426195426195426,0.664056916479445,0.23881719994894898,0.670348561155519,0.01289429645689704,0.03750474750995636,2.0087385660835713,-0.24432631281879696,0.3783783783783784,0.6923076923076923,0.6363636363636364,0.43902439024390244,0.4745762711864407,0.06510292005744378,0.581252932548523
clinical,-,temperature,0,0.5426195426195426,0.664056916479445,0.2382654282077376,0.6690613632465218,0.017167926073985092,0.28217416518893024,1.6649515000176989,-0.24454091165905129,0.5675675675675675,0.4230769230769231,0.5833333333333334,0.4074074074074074,0.5753424657534246,-0.009302325581395321,0.581252932548523
clinical,-,platt,0,0.5426195426195426,0.664056916479445,0.2411953276535948,0.6753373937170074,0.016644032492224188,0.024619802553098147,6.389315588496478,-2.3353209416041643,1.0,0.0,0.5873015873015873,,0.74,0.0,0.581252932548523
